question,optimal_trajectory_id,joules_spent,is_correct
"Which faith is designated to the University of Providence, private university accredited by the NW association of Schools and Colleges and located in a third largest city in Montana after being passed by Missoula? ",2,562.6258185867669,True
Pauline Henry was known as the vocalist of a very popular cover song. Which album was this song from?,6,3304.1354063100844,True
Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,7,2864.271883385668,False
"What American country music singer-songwriter, born in May of 1942, sang a duet with her ex-husband the same year that he released the song ""The Battle?""",2,562.6258185867669,True
"Who was born first, Francis Nethersole or Elizabeth Stuart?",3,869.0830829186463,True
What does the Hacker-Pschorr Brewery have to limit in order to comply with German regulations?,3,869.0830829186463,True
"Don Barry Mason was the founder of the Psychedelic Shamanistic Institute (PSI), which other member that's Welsh, that died on 10 April 2016?",7,3690.591627007379,False
What male actor starred in The Messenger?,7,3690.591627007379,False
Are Gin and tonic and Paloma both cocktails based on tequila?,0,270.7128447485479,True
Who is older Glenn Hughes or Ross Lynch?,0,270.7128447485479,True
"In what year was the creator of the current arrangement of the ""Simpson's Theme"" born?",7,2864.271883385668,False
The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use what kind of track?,3,869.0830829186463,True
In what show did Cynthia Nixon receive the 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series and a Screen Actors Guild Award for her performance?,0,270.7128447485479,True
"Lee Jun-fan played what character in ""The Green Hornet"" television series?",0,270.7128447485479,True
"The 1895/96 Football League season was the eighth in Football League history with Everton, their Goodison Park home, is a football stadium located in Walton, Liverpool, in which country?",0,270.7128447485479,True
"A Head Full of Dreams Tour is the seventh tour by Coldplay, and which had it's first show at a stadium that is known as Estadio Unico and is owned by who?",7,2864.271883385668,True
"Roger Avary (born August 23, 1965) is a Canadian film and television producer, screenwriter and director in the American mass media industry, he wrote the screenplay for Beowulf, a 2007 British-American 3D motion capture epic fantasy film, directed by who?",0,270.7128447485479,True
"The American Pre-Code comedy film featuring an American actress, dancer, and singer, widely known for performing in films and RKO's musical films, was released in what year?",1,498.6339382509491,True
"An edited version of ""Just the Two of Us"" reached number two on the ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spend how many weeks at No. 1 on the ""Billboard"" hot 100?",7,3690.591627007379,False
"Which band has more members, Saint Motel or Curve?",1,498.6339382509491,True
"""Funnybot"" is the second episode of the fifteenth season of which American animated television series, created by Trey Parker and Matt Stone?  ",0,270.7128447485479,True
"Which private research university is located in Chestnut Hill, Massachusetts Boston College or Stanford University? ",0,270.7128447485479,True
"What American stage, film, and television actor  who also appeared in a large number of musicals, played Samson in the 1949 film ""Samson and Delilah"".",0,270.7128447485479,True
Iqaluit Airport and Canadian North are based out of what country?,0,270.7128447485479,True
In what political party was the man who officially opened he Royal Spa Centre in 1972?,1,498.6339382509491,True
Which Oscar-nominated film was written by the screenwriter who wrote a 1991 romantic drama based upon a screenplay by Sooni Taraporevala?,1,498.6339382509491,True
Are both Tim McIlrath and Spike Slawson American punk rock musicians?,0,270.7128447485479,True
"The Golden Globe Award winner for best actor from ""Roseanne"" starred along what actress in Gigantic?",4,1424.6899817918095,True
"The expert mentor to the celebrities that perform on ""Splash!"" won the 2009 FINA World Championionship in the individual event at what age? ",6,3304.1354063100844,True
"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?",2,562.6258185867669,True
What profession does Am Rong and Alexandre Rockwell have in common?,2,562.6258185867669,True
El Nuevo Cojo and Golf Magazine are both special interest publications but which one is owned by Time Inc?,0,270.7128447485479,True
Who funds the bowling team that includes the school bus driver for Springfield Elementary School?,7,3690.591627007379,False
What city are George Washington University Hospital and MedStar Washington Hospital Center located in?,0,270.7128447485479,True
what is the connection between Peter O'Meara and Norman Dike?,7,3690.591627007379,False
"What author has contributed to such works as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being being associated with Dysteleology?",7,2864.271883385668,False
Who developed the prototype pacemaker used by the 34th President of the USA?,7,3690.591627007379,False
Which publishing company has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort?,1,498.6339382509491,True
"Who performed the lead single on the album Friends in Low Places, No Fences, that reached #1 on Billboard?",0,270.7128447485479,True
Hate to Feel is the tenth track on what Alice in Chains' album that peaked as number six on the Billboard 200?,2,562.6258185867669,True
"The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk, goes by what alias?",1,498.6339382509491,True
What year was the winner of the 2016 Marrakesh ePrix born?,1,498.6339382509491,True
"South Korean actor Kim Yool-ho starred in what 2016 movie directed by Yeon Sang-ho Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?",0,270.7128447485479,True
According to the 2006 census what is the population of the city in which James Iroha Uchechukwu was born ?,4,1424.6899817918095,True
What actor in the film D.C. Cab also had a role in the TV series Barney Miller?,4,1424.6899817918095,True
Which industry do Richard Hawley and Chicago's Catherine belong to? ,7,2864.271883385668,False
Are Pam Veasey and Jon Jost both American?,0,270.7128447485479,True
Maurice Hines and his brother were famous for what?,7,2864.271883385668,False
Are the New Orleans Outfall Canals the same length as the Augusta Canal?,7,2864.271883385668,False
In which stadium do the teams owned by Myra Kraft's husband play?,0,270.7128447485479,True
What southern California based band covered Blue Öyster Cult's Godzilla?,2,562.6258185867669,True
"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?",7,2864.271883385668,False
"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",2,562.6258185867669,True
"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",6,3304.1354063100844,True
Who invented the type of script used in autographs?,7,2864.271883385668,False
Approximately what percentage of the global population is made up of the ethnic group Princess Fragrant was produced to improve relations with?,7,3690.591627007379,False
The Boren-McCurdy proposals were partially brought about by which Oklahoma politician in 1992?,0,270.7128447485479,True
The Thoen Stone is on display at a museum in what county?,2,562.6258185867669,True
"Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in Washington, D.C.?",0,270.7128447485479,True
"Prince William, Duke of Gloucester and Prince George of Denmark, were eventually monarchs of which Kingdom?",6,4109.226608892913,True
"The airline operating in Whitehorse, Yukon handled how many passengers in 2012?",2,562.6258185867669,True
"What State has a Disney Resort & Spa that is a beachside hotel, resort and vacation destination offering complimentary children's activities and programs and that Djuan Rivers was a General Manager at?",0,270.7128447485479,True
Are Wenling and Xinzheng both in China?,0,270.7128447485479,True
What is the birth date of the coach of the 2014-15 Michigan Wolverines men's basketball team?,7,2864.271883385668,False
"Which organization presents the award in which Chris Noonan was nominated for his work in ""Babe?""",0,270.7128447485479,True
Where is the base of one of the three main British intelligence agencies?,7,2864.271883385668,False
"When a Man Falls in Love, is a 2013 South Korean television series, starring Song Seung-heon, Shin Se-kyung, Chae Jung-an, and which South Korean actor, born on ? ",7,2864.271883385668,False
What retailer is the second-largest in the United States and has a commercial featuring the American artist who was 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?,7,3690.591627007379,False
"Which English actor of stage, film and television from the 1978 BBC drama ""Pennies From Heaven"" appeared in the 2006 BBC Four television play ""Kenneth Williams: Fantabulosa!?""",7,2864.271883385668,False
Who hosted both Miss USA 1968 and The Price Is Right?,0,270.7128447485479,True
What video game published by Sierra Entertainment includes an antagonist figure who's mystery is the core of the series? ,7,3690.591627007379,True
Close to the Enemy starred the English actor known as Ash Morgan in what BBC series?,2,562.6258185867669,True
The Bass Rock Lighthouse was next to what Castle?,0,270.7128447485479,True
"Gülhane Park and Zografeion Lyceum, are located in which country?",0,270.7128447485479,True
"What is the name of the movie in which Edwin Brown plays a man that executed at least 400 people, including William Joyce and John Amery?",7,3690.591627007379,False
What genre of music is the solo artist that contributed to Real Damage a variant of?,7,6169.550857872515,False
Jake David Shapiro was best know for being the screenwriter of a film directed by who?,7,2864.271883385668,False
"What book contains a poem which, along with ""Beowulf"" and the ""Anglo-Saxon Chronicle"", preserves a legendary list of the kings of the Angles?",7,2864.271883385668,False
Norbert Holm was arrested and later demoted because of his Chief of Operations association with a military theorist popularly known as what?,2,562.6258185867669,True
What state does Sang-Wook Cheong work as a materials scientist?,2,562.6258185867669,True
What type of vegetation does Kniphofia and Baptisia have in common?,7,2864.271883385668,False
"Californian rock band Lit recorded A Place in the Sun in 1995, but what's their best known song?",1,498.6339382509491,True
"Gary Harrison, began his career in the 1970s and has written over how many major-label recorded songs including several number-one hits, another artist who have recorded his work include Bryan White, an American country music artist?",7,2864.271883385668,False
The 1976 German Grand Prix was won by a driver who retired in what year?,7,2864.271883385668,False
What event at the Asian Junior Athletics Championships has men and women competing at the same time?,7,2864.271883385668,False
Which 1999 French Open - Women's Doubles runner-up was born in Russia on 7 June 1981?,4,1424.6899817918095,True
What is the length of the River which has Wild Horse Creek as a tributary ?,7,2864.271883385668,False
Are Manhattan West and Singer Building both projects in New York?,3,869.0830829186463,True
Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,1,498.6339382509491,True
"Between two tennis players Kim Clijsters and Mary Pierce, who is older?",0,270.7128447485479,True
Which American college that has sent students to Centre for Medieval and Renaissance Studies was founded in 1874?,7,2864.271883385668,False
"Hot Coffee, Mississippi sometimes shares a zipcode with a nearby city with what population at the 2010 census?",4,1424.6899817918095,True
Jo Ann Terry won the 80m hurdles event at what Sao Paulo-based event from 1963?,2,562.6258185867669,True
"Pearl Lowe and Alison Goldfrapp, is of which nationality?",1,498.6339382509491,True
Which British company whose majority of its business interests are in Asia was related to the London Based Trading house Matheson & Company?,1,498.6339382509491,True
"What man, also known as mi Sde-Or, created a military self-defense system developed for the Israel Defense Forces?",0,270.7128447485479,True
Do musicians Robert Fleischman and Jimmy Barnes have the same nationality?,0,270.7128447485479,True
"What is the name of this American multinational corporation that provides IT services, headquartered in New Jersey, that acquired Mirabeau?",0,270.7128447485479,True
When was Fannie Lee Chaney's son born?,6,3304.1354063100844,True
"The Canada Memorial in Green Park, London, United Kingdom, commemorates members of the Canadian Forces killed during the First and Second World Wars, the memorial was the result of lobbying and fund raising, much of it in Canada, by the former Canadian media tycoon Conrad Moffat Black, his title is what, of this British former newspaper publisher and author?",1,498.6339382509491,True
WNP-3 and WNP-5 were constructed by the agency formed in which year?,7,2864.271883385668,False
"he Central Harbourfront is a waterfront site it is the result of Central and Wan Chai Reclamation, and it sits to the east of the International Finance Centre (IFC), a skyscraper and an integrated commercial development on the waterfront of the Central District, of which territory?",0,270.7128447485479,True
What city does Bundestag and Reichstag building have in common?,0,270.7128447485479,True
"Which musician, Edwyn Collins or Jimmie Ross, played the bass guitar?",2,562.6258185867669,True
"what is the 3112 acre Pennsylvania state park that took over 11,000 to make due to the wave action of lake Erie called?",7,2864.271883385668,False
 Teri W. Odom is a member of a scientific journal first published in 2007 by who?,4,1424.6899817918095,True
What forensic psychiatrist consulted on numbers cases including one for a contract killer associated with the DeCavalcante crime family?,4,1424.6899817918095,True
"Which American singer-songwriter known as ""the Caruso of Rock"", recorded on the Monument Records label and had hits such as ""Pretty One,"" and ""Uptown""?",2,562.6258185867669,True
"The central character of ""The Adventures of Brer Rabbit"" was later adapted into which 1946 Walt Disney Company motion picture film?",0,270.7128447485479,True
Abraham Weinberg was a suspect in the killing of which Irish-American hitman?,2,562.6258185867669,True
 Benjamin Halfpenny was a footballer for a club that plays its home matches where?,7,2864.271883385668,False
"The 2000–01 NBA season was the Jazz's 27th season in the National Basketball Association, and 22nd season in Salt Lake City, Utah, after the retirement of Jeff Hornacek, the Jazz signed free agents John Starks, and who?",2,562.6258185867669,True
What was population of the city where the Dutch retired footballer Foeke Booy born?,7,2864.271883385668,False
In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,4,1424.6899817918095,True
Who chaired the ceremony in which the film written by Canet and Philippe Lefebvre won the award for Best Film?,6,3304.1354063100844,True
"Mookychick is an independent daily online magazine and community with more than 100,000 readers a month and over 5,000 forum members, content includes analysis of current sociopolitical events, social and cultural trends, alternative fashion, movies, books, music and arts and crafts from a feminist perspective, in contrast with feminist publications and communities such as which women's lifestyle magazine that is published six times a year, and is published by Debbie Stoller and Laurie Henzel? ",0,270.7128447485479,True
Der Mond was composed by the man who was best known for what cantata?,7,2864.271883385668,False
Mackenzie Davis appeared in the 2013 Canadian romantic comedy film directed by whom?,2,562.6258185867669,True
The Developing Communities Project's first executive director was which former President?,7,2864.271883385668,False
"Jane's Addiction and Weeping Willows, play which genre of music?",0,270.7128447485479,True
"Throne of Glass is a young adult high fantasy novel series, by which bestselling American fantasy author?",7,2864.271883385668,False
"The largest ship in the ""Imperator"" class ocean liners had how many gross register tons?",2,562.6258185867669,True
Axle Whitehead was a part of an American comedy-drama television series that is a remake of the British series with the same name set in what city?,4,1424.6899817918095,True
Were both Joseph Roth and Cid Corman authors?,0,270.7128447485479,True
What was the event that Afghanistan competed in for the first time in 2017 officially known as?,7,3690.591627007379,False
Who was the director of the 2001 American romantic comedy film written by Marc Klein in which Lucy Gordon had a small role?,4,1424.6899817918095,True
What hamlet and census designated place was the location of the only pay-per-view Bunkhouse Stampede?,1,498.6339382509491,True
La Barredora was a gang that declared war on the leader of the cartel based where?,7,3690.591627007379,False
What year did the chairman of the Jenkins Commission die?,7,2864.271883385668,True
"Who was born first, Odysseas Elytis or Cornel West?",0,270.7128447485479,True
" ""Let Me Out"" is a song released as the fifth single from what band's fifth studio album ""Humanz"" which was recorded in London, Paris, New York City, Chicago, and Jamaica ?",7,4516.91137062909,False
Up to how far off can the Deal Timeball be from Coordinated Universal Time?,7,4516.91137062909,False
"Superheaven and Oceansize, are bands of which shared genre?",4,1424.6899817918095,True
What nationality was a  historical drama film directed by?,7,3690.591627007379,False
"Who has more scope of profession, Richard Ford or Robert E. Howard?",6,4109.226608892913,True
The American Aircraft Penetrator was modified from a helicopter produced by what nation's military?,0,270.7128447485479,True
"Canton Road Station was a planned railway station on the Kowloon Southern Link of West Rail Line, that was to run beneath a large shopping mall located where?",7,3690.591627007379,False
What South Korean sitcom starred a South Korean singer and actress who began her music career at the age of 15?,7,2864.271883385668,False
Ghostbusters is a song written and recorded by Ray Parker Jr. as the theme song for a movie starring a Canadian-American actor who was an original member of the Not Ready for Prime Time Players on what show?,0,270.7128447485479,True
"Gelatine was an airship piloted on September 19, 1905 by a pioneer American aviator and what?",7,2864.271883385668,False
"Which movie was released first, The Hunchback of Notre Dame or Saludos Amigos?",0,270.7128447485479,True
In what country did the repression of citizens by a dictator during the period of 1973 to 1990 occur?,0,270.7128447485479,True
The mother of the vice chair of Hillary Clinton's 2016 campaign for President is the director of what institue?,7,3690.591627007379,False
"Michael Ralph DeVito (born June 10, 1984) is a former American football defensive end, he  the National Football League (NFL), DeVito attended high school at Nauset Regional High School an NEASC accredited high school located in North Eastham, in which state?",0,270.7128447485479,True
"""Apocalypic"" is a song sung by Lizzy Hale from which group? ",2,562.6258185867669,True
Ted Sutton plays Sergeant Cunningham in a2002 film that stars Mel Gibson as what character?,7,2864.271883385668,False
"Who is the former professional tennis player from Italy, Chris Evert or Mara Santangelo?",0,270.7128447485479,True
Who directed a film that included Sarah Manninen?,7,2864.271883385668,False
"The republic with the smallest population of all the members of the Council of Europe is one of few places in Europe where a species of beetle cannot be found, that wew originally described in 1809 by whom?",7,3690.591627007379,False
"At the 2011 census, what was he population of the city where Kerry Saxby-Junna was born?",7,2864.271883385668,False
"How many German scientists, engineers, and technicians, were recruited in post-Nazi Germany as a result of the clandestine operation where Arthur Rudolph became one of the main developers of the U.S. ?space program",7,2864.271883385668,False
 Marion is approximately 50 mi north of a city that is the third-most populous what in the U.S.?,7,4516.91137062909,False
Jayantabhai Ki Luv Story includes a lead role for the film actress and model who is a native of what city?,7,2864.271883385668,False
"Which is currently more valuable, Temagami-Lorrain Mine or Meadowbank Gold Mine?",0,270.7128447485479,True
St James Street appears as a segment of Whitecross Street on the 1610 map of the Monmouth by an English historian best known as a mapmaker of what perior?,4,1424.6899817918095,True
The Pineground Bridge formerly carried Depot Road over the Suncook River into a town with a population of what?,7,2864.271883385668,False
"Which city is the American rock band, that released their album on March 19, 2012, from?",7,2864.271883385668,False
The Rossendale Free Press serves the town how far north of Manchester?,7,2864.271883385668,False
Which american president's father was a farmer and he was a former US representative from NY?,7,2864.271883385668,False
The End of the Innocence was a single by which former member of the Eagles?,7,3690.591627007379,False
What suburban county on Long Island and the easternmost county in the U.S. state of New York is the location of a village called Lindenhurst?,0,270.7128447485479,True
Which Lightweight division mixed martial artist founded the American Combat Association?,2,562.6258185867669,True
Which video game producers worked with an English film director to produce a film about sports?,2,562.6258185867669,True
Who won a Nobel Prize in 1943 and is associated with Max Volmer?,7,2864.271883385668,False
Who was born first Neil LaBute or H. Bruce Humberstone?,0,270.7128447485479,True
Were Eatza Pizza and Your Pie founded in the same state?,0,270.7128447485479,True
Who is younger Mary Ramsey or Lee Ranaldo ?,3,869.0830829186463,True
What type of species is a Boreo-arctic Montane species found in the most northerly of the abstract five major circles of latitude as shown on maps of the Earth?,7,3690.591627007379,False
What year was the thesis supervisor of Jocelyn Bell Burnell awarded the Eddington Medal?,4,1424.6899817918095,True
"What musical genre was the song that, according to Annet Artani, inspired the Britney Spears song ""Everytime""?",3,869.0830829186463,True
British band The Wanted's third album includes a song with a title about which Barbadian superstar?,0,270.7128447485479,True
"Jonas Hummels is the younger brother of a German professional footballer who plays for the German national team, and who else?",7,2864.271883385668,False
How many test centuries did the grandfather of Fabian Cowdrey make for England ?,2,562.6258185867669,True
Anti-Semetism in the 21st Century: The Resurgence was hosted by a journalist and writer who is an anchor of what show?,0,270.7128447485479,True
Which of the following is best known for publicly championing a terminal patient's right to die via physician-assisted suicide: Christy Canyon or Jack Kevorkian?,0,270.7128447485479,True
The plaintiff in the civil suit Paul v. Clinton was born in which year ?,2,562.6258185867669,True
How long was the rule of the dynasty that was active when the Rosetta Stone was inscribed?,4,1424.6899817918095,True
Sojourners and KO Magazine share what publication format?,6,2499.044203727256,True
"At which stadium does the team, for which Baltimore's Marching Ravens is the official marching band, play its home games?",0,270.7128447485479,True
"The John Messer Barn is a historic structure within the Great Smoky Mountains National Park in Sevier County, Tennessee, this barn is a different Messer Barn in which valley, in the Great Smoky Mountains of North Carolina, located in the Southeastern United States?",1,498.6339382509491,True
"The NBC-affiliated television station, owned by an American telecommunications company whose founder is Julian Sinclair Smith, called WJAR is more commonly known as what?",0,270.7128447485479,True
What nationality is the actress who played the role of Sam Sloan's wife Trudy in the sitcom The Single Guy ?,2,562.6258185867669,True
"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?",1,498.6339382509491,True
"Who is the mother of the prince that had allegations made against him related to the lawsuit ""Two Jane Does v US""?",7,2864.271883385668,True
In between Memphis International Airport and Southwest Georgia Regional Airport which one is in Tennessee?,0,270.7128447485479,True
"Which airport is closer to Cleaveland, Ohio, Luis Muñoz Marín International Airport or Rickenbacker International Airport?",0,270.7128447485479,True
What profession do Kōbō Abe and Agatha Christie share?,7,2864.271883385668,False
What all female high school is located in a town in Sunyani West District  in the Brong-Ahafo Region of Ghana?,7,3690.591627007379,False
"Jinchang and Liling, are located in which country?",0,270.7128447485479,True
What type of vegetation does Fothergilla and Clerodendrum have in common?,7,2864.271883385668,False
What are the plants in the same genus as the Dendranthema boreale sometimes called?,7,2864.271883385668,False
Who is the composer Howard Ashman worked with on his musical released in 1982? ,0,270.7128447485479,True
What actor portrayed a character in a television series about a fictional race of superhumans appearing in American comic books published by Marvel Comics?,7,3690.591627007379,False
What comic book published the female superhero created by J. H. Williams III?,7,2864.271883385668,False
What country of origin does Nick Kroll and Get Him to the Greek have in common?,7,2864.271883385668,False
"The character portrayed in ""Giuliani Time"" is a real-life informal adviser to the White House in which area?",2,562.6258185867669,True
Thomas Harris is a novelist who is famous for creating which character?,0,270.7128447485479,True
"Who founded the college attended by Thomas Balston, member of the Whatman paper-making family?",6,3304.1354063100844,True
Joh Bruce Yeh founded a chamber ensemble who won a Grammy in 1985 for their recording of this work based on what Rusian folk tale?,7,4516.91137062909,False
"Which director is American, Mark L. Lester or Ken Loach?",0,270.7128447485479,True
Kerrygold Irish Cream Liqueur is owned by a company that mainly sells what type or product?,0,270.7128447485479,True
The USS LST-510 is a ferry between New London and Orient but what is the population of Orient?,2,562.6258185867669,True
"Which band has more members, Muse or The Raconteurs?",1,498.6339382509491,True
Titus is the soundtrack to the film that starred which actors?,2,562.6258185867669,True
"The producer of The Wreckage of Stars also produced albums for Texas in July, Everclear, and what other American metalcore band from Lancaster, Pennsylvania?",2,562.6258185867669,True
"What magazine an American monthly food and lifestyle magazine founded in 1987, Cooking Light or Hot Rod?",0,270.7128447485479,True
"Which tennis player has received a higher World singles ranking, Xavier Malisse or Virginia Wade?",5,1864.9011340246145,True
"Atoms for Peace are an English-American experimental rock supergroup comprising Radiohead singer Thom Yorke, is an English musician and composer, best known as the singer and principal songwriter of which band?",0,270.7128447485479,True
What was the year founded of the football team that Aaron Galindo is currently a part of?,7,2864.271883385668,False
What is the nationality of the singer-songwriter who wrote the poetry collection Early Work ?,2,562.6258185867669,True
Where does Lance Stephenson of the Indiana Pacers basketball team play his home games?,0,270.7128447485479,True
Where did the father of Maria Brontë spend most of his adult life?,1,498.6339382509491,True
What is the name of the architect who designed the Lincoln Memorial dedicated in 1922?,0,270.7128447485479,True
Toronto's Insight Sports is partially owned by what Canadian businessman?,7,3690.591627007379,False
Who was born first George Marshall or Allan Dwan ?,0,270.7128447485479,True
"The 2005 documentary ""The Aristocrats"" was dedicated to a comedian that received how many Emmy Awards?",4,1424.6899817918095,True
The Nike Mercurial Vapor is a football shoe worn by which Colombian striker?,7,2864.271883385668,False
Lendley C. Black is Chancellor of a university offering how many majors?,7,2864.271883385668,False
West Ridge and the ridge that has IndependenceAvenue/Liberation Avenue as its eastern boundary are separated by what road? ,1,498.6339382509491,True
What is the historical name of the acid that dissolves phenazine?,7,2864.271883385668,False
"Who completed more books in their lifetime, Anne Frank or John Kennedy Toole?",0,270.7128447485479,True
"Die Meistersinger von Nürnberg and Iphigénie en Aulide, are which type of music drama?",0,270.7128447485479,True
"What side of town is the Chicago Mayer-endorsed, 38th Ward of the City of Chicago alderman serving?",2,562.6258185867669,True
What American professional basketball player born in 1986 was awarded the Dave Gavitt Trophy during the 2007 Big East Men's Basketball Championship? ,7,2864.271883385668,False
Where is the company that built Woodvale Historic District located?,7,2864.271883385668,False
"The Time: Night, is a novella by which Russian writer, novelist and playwright?",1,498.6339382509491,True
From what country are both Maurice Newman and Macquarie University? ,0,270.7128447485479,True
Were Up and The Watercolor released in the same year?,7,2864.271883385668,False
Which mentor in the 3rd Sa Re Ga Ma Pa Challenge died in Kokilaben hospital?,7,3690.591627007379,False
"What city is located in Gauteng, South Africa with a suburb called Kew?",0,270.7128447485479,True
"What electronic band's  song ""Dangerous"" was certified gold by the RIAA in May 2015?",2,562.6258185867669,True
Are David Gordon Green and Larry Hagman both actors?,3,869.0830829186463,True
For which North American auto racing series launched by the Sports Car Club of America does Jack Baldwin drive a Porsche Cayman S?,2,562.6258185867669,True
Are Calochone and Adlumia both plants?,0,270.7128447485479,True
What year was the English actor and film producer born in who also starred in an adaptation with Renee Zellweger?,3,869.0830829186463,True
"Who's the Hungarian-born US film director renowned for adapting Stephen King novellas to the screen, including The Mist and The Green Mile?",0,270.7128447485479,True
